,transcriptid
3215,15975
3216,22064
3217,32682
3218,42305
3219,49839
3220,59037
3221,81961
3222,96484
3223,126224
3224,148929
3225,209982
3226,277903
3227,282441
3228,293715
3229,332858
3230,368532
3231,375694
3232,408498
3233,449959
3234,490412
3235,531169
3236,575399
3237,617641
3238,664769
3239,706341
3240,752183
3241,802111
3242,838752
3243,883237
3244,923299
3245,966883
3246,1011096
3247,1062051
3248,1119001
3249,1183707
3250,1259373
3251,1319941
3252,1375682
3253,1444672
3254,1471945
3262,286
3263,287
3264,12240
3265,15014
3266,67202
3267,77490
3268,85509
3269,106871
3270,126100
3271,147317
3272,178451
3273,282386
3274,283368
3275,284058
3276,294656
3277,334054
3278,358033
3279,364398
3280,378323
3281,430286
3282,436452
3283,447708
3284,497209
3285,524449
3286,541548
3287,547293
3288,595166
3289,617631
3290,665323
3291,700665
3292,719846
3293,746093
3294,775586
3295,786560
3296,795095
3297,825406
3298,839314
3299,873515
3300,889364
3301,930706
3302,942824
3303,971774
3304,1014325
3305,265
3306,12054
3307,13882
3308,17178
3309,22234
3310,33132
3311,43674
3312,51300
3313,58712
3314,71699
3315,83952
3316,111812
3317,123821
3318,149703
3319,174379
3320,175488
3321,185846
3322,194917
3323,206264
3324,259485
3325,269163
3326,284926
3327,298584
3328,335404
3329,346909
3330,360151
3331,374629
3332,389413
3333,400352
3334,415802
3335,442761
3336,458375
3337,470725
3338,496822
3339,538364
3340,547243
3341,566668
3342,583822
3343,626014
3344,637821
3345,640214
3346,672147
3347,693164
3348,698468
3349,715417
3350,730708
3351,744684
3352,762029
3353,781135
3354,801440
3355,813983
3356,828546
3357,843891
3358,904028
3359,917026
3360,919337
3361,932458
3362,953699
3363,966921
3364,982368
3365,983441
3366,996662
3367,1016634
3368,1064442
3369,1109480
3370,1131913
3371,1182000
3372,1201288
3373,1222704
3374,1231566
3375,1261891
3376,1328006
3377,1350899
3378,1367770
3379,1393711
3380,1447014
3381,1532968
3382,1559670
3383,1559882
3384,1603357
3385,1635150
3386,1637082
3387,1659748
3388,1721280
3389,1762545
3390,1795227
3391,1854784
3392,275
3393,13460
3394,16055
3395,20372
3396,27154
3397,38760
3398,48544
3399,58588
3400,70577
3401,266
3402,10427
3403,13179
3404,20110
3405,26707
3406,38107
3407,49141
3408,69717
3409,81750
3410,103213
3411,125989
3412,146617
3413,208683
3414,265528
3415,289974
3416,334861
3417,375116
3418,418795
3419,456146
3420,493906
3421,553946
3422,586023
3423,619353
3424,666491
3425,711829
3426,769309
3427,796714
3428,840659
3429,883271
3430,938882
3431,963841
3432,1161866
3433,1769959
3436,279
3437,280
3438,10908
3439,13291
3440,16056
3441,22769
3442,27822
3443,41771
3444,48052
3445,62562
3446,71615
3447,84589
3448,98442
3449,117866
3450,151059
3451,173592
3452,182872
3453,212753
3454,303175
3455,340478
3456,356672
3457,373128
3458,409458
3459,450599
3460,498958
3461,542460
3462,576726
3463,619151
3464,622128
3465,676418
3466,721687
3469,288
3470,289
3471,10689
3472,13554
3473,16001
3474,22485
3475,27506
3476,40984
3477,47549
3478,67058
3479,70072
3480,82326
3481,95779
3482,113658
3483,127531
3484,147469
3485,178443
3486,213342
3487,307225
3488,334829
3489,374948
3490,407323
3491,467832
3492,493892
3493,544040
3494,573516
3495,595434
3496,635464
3497,673380
3498,681232
3499,718386
3500,755041
3501,777067
3502,821205
3503,850347
3504,860572
3505,894437
3506,927548
3507,946200
3508,988272
3509,1027502
3510,1033464
3511,1080582
3512,1121250
3513,1212443
3514,1269308
3515,1282857
3516,1331350
3517,1381837
3518,1409410
3519,1473225
3520,1497193
3521,1497236
3522,1541505
3523,1544156
3524,1548703
3525,1559578
3526,1563225
3527,1567108
3528,1568162
3529,1602440
3530,1659173
3531,1755134
3532,1768102
3533,1799747
3534,1818378
3535,1858706
3536,354
3537,355
3538,11791
3539,12879
3540,15808
3541,22930
3542,33297
3543,41895
3572,856
3573,857
3574,10804
3575,13788
3576,16451
3577,23096
3578,28241
3579,43291
3580,49714
3581,62544
3582,71425
3583,84008
3584,102826
3585,113980
3586,120918
3587,150163
3588,182252
3589,257493
3590,293047
3591,335529
3592,377520
3593,413285
3594,450345
3595,496796
3596,541006
3597,580173
3598,622863
3599,670915
3600,718018
3601,758650
3602,801031
3603,847397
3604,889356
3605,933155
3606,969561
3607,1020438
3608,1069293
3609,1131589
3610,1186499
3611,1262677
3612,1332940
3613,1389458
3614,1444610
3615,1530652
3616,1589199
3617,1654536
3618,1714304
3619,1831306
3620,1851581
3621,299
3622,301
3623,12273
3624,15293
3625,17970
3626,23928
3627,33500
3628,44726
3629,54468
3630,66187
3631,78640
3632,90983
3633,112119
3634,114800
3635,137427
3636,168874
3637,169264
3638,203129
3639,270025
3640,278043
3641,287095
3642,306572
3643,310511
3644,321101
3645,355387
3646,360493
3647,398810
3648,424461
3649,435872
3650,456996
3651,478478
3652,519115
3653,555194
3654,562741
3655,595520
3656,596691
3657,604300
3658,652454
3659,696310
3660,701780
3661,732410
3662,741109
3663,783790
3664,819893
3665,829701
3666,871661
3667,875648
3668,905465
3669,914122
3670,954663
3671,1001561
3672,1049231
3673,1077568
3674,1088241
3675,1103582
3676,1109584
3677,1134980
3678,1148125
3679,1159469
3680,1232237
3681,1302232
3682,1316264
3683,1351069
3684,1362351
3685,1390900
3686,1405078
3687,1421312
3688,1426701
3689,1471449
3690,1474453
3691,1491371
3692,1551787
3693,1558640
3694,1560338
3695,1571668
3696,1571668
3697,1630305
3698,1630377
3699,1658280
3700,1689535
3701,1693944
3702,1695168
3703,1731748
3704,1756782
3705,1767920
3706,1769917
3707,1825894
3708,1859986
3709,17320
3710,20492
3711,27272
3712,39168
3713,51552
3714,58095
3715,105405
3716,126102
3717,136954
3718,146750
3719,156349
3720,181519
3721,133
3722,134
3723,11602
3724,17136
3725,22651
3726,29789
3727,45795
3728,53630
3729,62686
3730,78461
3731,87856
3732,101812
3733,130685
3734,157002
3735,169046
3736,190204
3737,259602
3738,309864
3739,343662
3740,354575
3741,382150
3742,412321
3743,441184
3744,471097
3745,501033
3746,528524
3747,538683
3748,579020
3749,636546
3750,654475
3751,683834
3752,690355
3753,725035
3754,763022
3755,821163
3756,860062
3757,903437
3758,932005
3759,989176
3760,1036205
3761,1086943
3762,1138253
3763,1216465
3764,1285297
3765,1350712
3766,1399693
3767,1473915
3768,1545553
3769,1611805
3770,1661354
3771,1756622
3772,1807278
3773,4797
3774,35582
3775,58724
3776,105728
3777,126533
3778,148350
3779,209278
3780,211087
3781,280682
3782,690601
3783,723390
3784,756211
3785,815718
3786,938612
3787,956912
3788,996071
3789,1054052
3790,1112722
3791,1129542
3792,1216748
3793,1244815
3794,1268892
3795,1331829
3796,1384797
3797,1480511
3798,1506651
3799,1542456
3800,1606225
3801,1623306
3802,1654348
3803,1766438
3804,1777007
3805,1791602
3806,1858289
3807,11274
3808,13466
3809,16755
3810,20632
3811,32146
3812,50481
3813,52737
3814,56958
3815,68695
3816,81038
3817,103397
3818,126348
3819,148360
3820,195946
3821,206412
3822,212710
3823,257556
3824,280193
3825,283210
3826,285644
3827,291326
3828,308699
3829,311038
3830,311572
3831,318300
3832,318442
3833,323967
3834,325436
3835,337582
3836,360405
3837,377801
3838,390336
3839,401996
3840,414699
3841,427268
3842,434540
3843,449968
3844,450722
3845,462882
3846,468332
3847,477549
3848,490605
3849,512178
3850,534740
3851,569133
3852,579863
3853,600838
3854,623877
3855,628140
3856,643349
3857,654499
3858,655344
3859,676505
3860,717218
3861,731648
3862,765384
3863,810006
3864,829225
3865,842679
3866,870787
3867,884810
3868,902687
3869,927064
3870,969108
3871,982022
3872,1020711
3873,1047337
3874,1066845
3875,1081438
3876,1130621
3877,1183765
3878,1213500
3879,1254229
3880,1320191
3881,1343145
3882,1385841
3883,1559900
3884,1766629
3885,1769268
3886,1771299
3887,1771621
3912,1108236
3913,1279250
3914,1345765
3915,1366438
3916,1422000
3917,1490765
3918,1493661
3919,1636459
3920,1722109
3921,1747934
3946,419
3947,420
3948,11822
3949,14559
3950,17877
3951,23650
3952,30497
3953,44079
3954,53358
3955,64152
3956,77542
3957,87589
3958,110038
3959,131962
3960,163186
3961,189500
3962,273107
3963,313904
3964,347512
3965,359945
3966,381811
3967,425442
3968,473086
3969,506785
3970,551076
3971,592909
3972,625170
3973,644838
3974,685997
3975,702663
3976,730035
3977,772206
3978,822900
3979,876803
3980,888805
3981,902224
3982,939700
3983,993006
3984,1036664
3985,1053683
3986,1083826
3987,1138046
3988,1484449
3989,1760793
3990,12981
3991,15799
3992,18050
3993,18051
3994,18052
3995,21917
3996,33169
3997,45056
3998,49011
3999,62084
4000,69884
4001,97929
4002,110660
4003,117834
4004,146588
4005,177540
4006,196681
4007,204575
4008,282965
4009,294187
4010,335725
4011,374766
4012,406659
4013,451983
4014,492561
4015,541921
4016,576496
4017,621318
4018,666945
4019,720020
4020,731659
4021,749677
4022,796764
4023,840303
4024,899316
4025,906094
4026,925093
4027,971793
4028,1020769
4029,1067739
4030,1109462
4031,1137792
4032,1186474
4033,1261922
4034,1327308
4035,1360408
4036,1375656
4037,1444665
4038,1515140
4039,1586404
4040,1648986
4041,1735497
4042,1786425
4043,1842894
4044,1066861
4045,1119697
4046,1178802
4047,1258584
4048,1336546
4049,1375162
4050,1391623
4051,1441371
4052,1521354
4053,1585512
4054,1642435
4055,1711507
4056,1790359
4057,1854393
4058,474
4059,475
4060,11228
4061,14975
4062,23840
4063,34020
4064,41884
4065,54347
4066,60426
4067,73876
4068,85604
4069,109983
4070,152776
4071,205682
4072,280622
4073,303122
4074,338828
4075,382716
4076,426404
4077,462522
4078,502167
4079,557044
4080,594823
4081,631616
4082,677827
4083,723376
4084,771883
4085,807817
4086,851803
4087,895385
4088,941420
4089,975194
4090,1028031
4091,1075450
4092,1149549
4093,1770012
4094,1770381
4095,15930
4096,18075
4097,18076
4098,18077
4099,22289
4100,28075
4101,39849
4102,49410
4103,60024
4104,79381
4105,82062
4106,94147
4107,123057
4108,148412
4109,173125
4110,179757
4111,197120
4112,204076
4113,211617
4114,297347
4115,314723
4116,330738
4117,355205
4118,368492
4119,389164
4120,396125
4121,405455
4122,454486
4123,489260
4124,531813
4125,561471
4126,574492
4127,622034
4128,642595
4129,662863
4130,708736
4131,728737
4132,738554
4133,741226
4134,753963
4135,801466
4136,825454
4137,856905
4138,867554
4139,882681
4140,905612
4141,906168
4144,490
4145,492
4146,10695
4147,13660
4148,16065
4149,20571
4150,27458
4151,39065
4152,55062
4153,60991
4154,70783
4155,86634
4156,101517
4157,118662
4158,147505
4159,167776
4160,176801
4161,178833
4162,199908
4163,204375
4164,219074
4165,268404
4166,289380
4167,310873
4168,332419
4169,349852
4170,354723
4171,371293
4172,389369
4173,391801
4174,412378
4175,424966
4176,447028
4177,468030
4178,487815
4179,510473
4180,534599
4181,554246
4182,557694
4183,558659
4184,577741
4185,581494
4186,596890
4187,607182
4188,622272
4189,639404
4190,670109
4191,713576
4192,736907
4193,759249
4194,760624
4195,770663
4196,777094
4197,796698
4198,819126
4199,840647
4200,883238
4201,911093
4202,929885
4203,963697
4204,1014018
4205,1060991
4206,1126278
4207,1169480
4208,1189828
4209,1252807
4210,1318702
4211,1341443
4212,1355457
4213,1381966
4214,1405756
4215,1471867
4216,1552570
4217,1558550
4218,1567078
4219,1585744
4220,1659154
4221,1716628
4222,1763239
4223,1812112
4224,1849497
4225,557384
4226,598783
4227,629685
4228,677714
4229,725057
4230,778481
4231,834380
4232,851838
4233,894275
4234,947715
4235,975085
4236,1028091
4237,1077080
4238,1154331
4239,1196926
4240,1266110
4241,1331346
4242,1409705
4243,1452115
4244,1532967
4245,1589633
4246,1679898
4247,1731325
4248,1811644
4249,1852083
4250,513
4251,514
4252,10609
4253,13430
4254,15811
4255,22590
4256,31735
4257,45454
4258,47695
4259,57381
4260,81009
4261,95737
4262,125998
4263,139884
4264,150094
4265,184724
4266,192668
4267,205899
4268,209166
4269,264892
4270,282354
4271,282360
4272,309044
4273,309056
4274,350796
4275,360406
4276,388519
4277,390433
4278,400579
4279,478090
4280,549186
4281,600148
4282,728836
4283,870014
4284,900081
4285,913102
4286,1222662
4287,1238432
4288,1343103
4289,1492626
4290,1498015
4291,1517561
4292,1554179
4293,1584072
4294,1619949
4295,1619950
4296,1619951
4297,1619952
4298,1619953
4299,1619955
4300,1619957
4301,1619959
4302,1619960
4303,1619961
4304,1619962
4305,1619964
4306,1619965
4307,1619966
4308,1619968
4309,1619969
4310,1619971
4311,1619972
4312,1619973
4313,1619976
4314,1619977
4315,1619978
4316,1619979
4317,1619980
4318,1619982
4319,1619993
4320,1620029
4321,1620032
4322,1620050
4323,1620053
4324,1620265
4325,1620268
4326,1620269
4327,1620271
4328,1620276
4329,1620279
4330,1620284
4331,1643172
4332,1715149
4333,1759188
4334,1759369
4335,1761692
4336,1762800
4337,1766747
4338,1768818
4339,1770517
4340,1780433
4341,1822663
4342,1839608
4343,1859940
4462,360
4463,361
4464,10056
4465,12999
4466,16060
4467,20645
4468,30837
4469,37636
4470,54984
4471,58026
4472,72307
4473,80618
4474,97965
4475,116688
4476,144417
4477,175155
4478,203065
4479,215760
4480,275665
4481,282716
4482,286261
4483,311401
4484,327657
4485,366517
4486,388071
4487,394494
4488,407991
4489,431728
4490,435368
4491,443788
4492,467719
4493,492473
4494,514540
4495,529316
4496,558661
4497,578530
4498,599639
4499,606011
4500,611996
4501,640433
4502,660586
4503,693657
4504,695258
4505,704724
4506,733355
4507,755835
4508,785317
4509,790018
4510,817914
4511,837059
4512,871003
4513,880098
4514,922864
4515,953549
4516,961571
4517,992300
4518,1010278
4519,1047191
4520,1058365
4521,1119197
4522,1157148
4523,1184664
4524,1227998
4525,1230564
4526,1248687
4527,1297961
4528,1298489
4529,1316378
4530,1374597
4531,1408610
4532,1412882
4533,1418046
4534,1433228
4535,1471973
4536,1484164
4537,1491368
4538,1493168
4539,1500803
4540,1503981
4541,1552776
4542,1557573
4543,1572573
4544,1624614
4545,1651768
4546,1687843
4547,1711471
4548,1768503
4549,1774094
4550,1846717
4555,542
4556,543
4557,12088
4558,14070
4559,19387
4560,23764
4561,29907
4562,44191
4563,52082
4564,59774
4565,69954
4566,86257
4567,108324
4568,126867
4569,152882
4570,206341
4571,281631
4572,282418
4573,282931
4574,398403
4610,5695
4611,5696
4612,11033
4613,552
4614,554
4615,10026
4616,12656
4617,15743
4618,19880
4619,25478
4620,36443
4621,47031
4622,56829
4623,68136
4624,80300
4625,89439
4626,95390
4627,118321
4628,143023
4629,167541
4630,191208
4631,199233
4632,210321
4633,217340
4634,265581
4635,268376
4636,299403
4637,306573
4638,311601
4639,331039
4640,353715
4641,368951
4642,387387
4643,391739
4644,395491
4645,405326
4646,422746
4647,449648
4648,464574
4649,474095
4650,486771
4651,520290
4652,532105
4653,553664
4654,571077
4655,582685
4656,615694
4657,647650
4658,663392
4659,691904
4660,693495
4661,708862
4662,738041
4663,740926
4664,748603
4665,762897
4666,774375
4667,794764
4668,834063
4669,1759171
4670,1767072
4671,1767146
4672,1768954
4780,8985
4781,8987
4782,11044
4783,14045
4784,16243
4785,20532
4786,27354
4787,40360
4788,55050
4789,66571
4790,72233
4791,86554
4792,98327
4793,122232
4794,152059
4795,170081
4796,172210
4797,183280
4798,205712
4799,218004
4800,269444
4801,269469
4802,295322
4803,313821
4804,338290
4805,357405
4806,360323
4807,380893
4808,394827
4809,400535
4810,411059
4811,426808
4812,427457
4813,452927
4814,499954
4815,543618
4816,555216
4817,561508
4818,577635
4819,597283
4820,601543
4821,620844
4822,652092
4823,676267
4824,693933
4825,697277
4826,704286
4827,721108
4828,743565
4829,763586
4830,776861
4831,780212
4832,797754
4833,830357
4834,849983
4835,867404
4836,869692
4837,892432
4838,912442
4839,916434
4840,931114
4841,949712
4842,973247
4843,1001250
4844,1024480
4845,1047937
4846,1049635
4847,1072370
4848,1098144
4849,1104731
4850,1132360
4851,1135660
4852,1153331
4853,1192534
4854,1213703
4855,1230965
4856,1766725
4857,1767654
4858,1769271
4859,1850923
4860,1049
4861,1050
4862,10426
4863,16080
4864,22072
4865,28668
4866,41255
4867,48870
4868,60035
4869,70942
4870,83866
4871,100808
4872,120308
4873,149216
4874,168599
4875,176906
4876,181530
4877,207778
4878,215648
4879,217097
4880,283288
4881,292130
4882,319649
4883,347825
4884,371971
4885,389356
4886,395186
4887,402875
4888,413253
4889,437628
4890,455330
4891,468857
4892,477711
4893,497145
4894,519700
4895,540223
4896,552480
4897,558135
4898,567952
4899,580116
4900,611488
4901,623216
4902,634070
4903,647037
4904,671123
4905,683072
4906,716880
4907,736817
4908,745691
4909,768082
4910,787563
4911,801148
4912,824560
4913,829195
4914,845021
4915,858193
4916,870792
4917,887958
4918,907072
4919,910290
4920,911173
4921,918357
4922,933084
4923,955440
4924,977583
4925,999265
4926,1000633
4927,1019194
4928,1032349
4929,1074244
4930,1093931
4931,1111450
4932,1130950
4933,1170302
4934,1197854
4935,1225444
4936,1228013
4937,1258792
4938,1282666
4939,1344381
4940,1361124
4941,1370529
4942,1394928
4943,1468982
4944,1477857
4945,1492745
4946,1535168
4947,1547260
4948,1557821
4949,1609430
4950,1615461
4951,1625330
4952,1637192
4953,1659599
4954,1701536
4955,1726816
4956,1768514
4957,1768644
4958,1769198
4959,1769860
4960,1770143
4961,1771337
4962,1798639
4963,1807704
4964,1824788
4965,1850318
4966,351
4967,352
4968,10637
4969,13971
4970,52900
4971,58920
4972,69564
4973,81726
4974,108148
4975,126226
4976,146138
4977,4459
4978,4460
4979,12759
4980,15404
4981,16849
4982,19744
4983,26804
4984,38009
4985,50246
4986,62120
4987,68800
4988,89997
4989,94747
4990,103423
4991,117309
4992,144453
4993,160070
4994,176867
4995,186070
4996,203097
4997,207684
4998,258518
4999,276910
5000,288124
5001,330949
5002,367084
5003,390539
5004,401681
5005,412263
5006,433063
5007,444433
5008,488754
5009,533568
5010,568240
5011,584375
5012,615765
5013,661945
5014,709942
5015,745341
5016,769334
5017,793775
5018,837930
5019,888262
5020,918426
